"Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание"
"Б0000144;Молоток слесарныйдер. ручка800 гр.;Инструменты;Ручной инструмент;Слесарный инструмент;26885;26319;1;;;шт;sd_00088;0;"
"Б0002343;Ножницы по металлу 250мм для тонк. металлалевый рез;Инструменты;Ручной инструмент;Слесарный инструмент;22515;22041;2;;;шт;;0;"
"Б0003216;Ножницы по металлу 250мм для тонк. металлаправый рез;Инструменты;Ручной инструмент;Слесарный инструмент;29260;28644;2;;;шт;;0;"
"Б0003217;Ножницы по металлу 250мм для тонк. металлапряморежущие;Инструменты;Ручной инструмент;Слесарный инструмент;29260;28644;1;;;шт;;0;"
"Б0002735;Пистолет для монтажной пены с тефлоновым покрытием;Инструменты;Ручной инструмент;Слесарный инструмент;98800;96720;2;;;шт;;0;"
"Б0002733;Щиток токарязащитныйлицевой;Инструменты;Ручной инструмент;Слесарный инструмент;12255;11997;3;;;шт;;0;"
"Б0000949;Электроды ЛЭЗ МР-3С  D-4 (5 кг);Инструменты;Ручной инструмент;Слесарный инструмент;44650;43710;8;;;шт;_MG_8011;0;"
"Б0003248;Киянка  рукоятка стекловолокно  230 г;Инструменты;Ручной инструмент;Столярный инструмент;20810;20370;1;;;шт;;0;"
"Б0003249;Киянка  рукоятка стекловолокно  340 г;Инструменты;Ручной инструмент;Столярный инструмент;21660;21204;2;;;шт;;0;"
"Б0002728;Угольник столярный  250мм;Инструменты;Ручной инструмент;Столярный инструмент;7790;7630;4;;;шт;;0;"
"Б0001167;Брусок шлифовальный 212х105мм;Инструменты;Ручной инструмент;Штукатурный инструмент;16150;15810;2;;;шт;sd_00157;0;"
"Б0002738;Гладилка нерж. 130х280мм с дер. рук. (гладкая);Инструменты;Ручной инструмент;Штукатурный инструмент;22420;21950;1;;;шт;;0;"
"Б0002740;Гладилка нерж. 130х480мм;Инструменты;Ручной инструмент;Штукатурный инструмент;36100;35340;1;;;шт;;0;"
"Б0002741;Гладилка нерж. 130х480мм (зуб 6х6мм);Инструменты;Ручной инструмент;Штукатурный инструмент;42750;41850;2;;;шт;;0;"
"Б0001128;Кельма каменьщика треуг. 160 мм;Инструменты;Ручной инструмент;Штукатурный инструмент;8645;8463;1;;;шт;sd_00258;0;"
"ДХ1450;Кельма штукатура сердце  190 мм;Инструменты;Ручной инструмент;Штукатурный инструмент;;9300;8;;;шт;;0;"
"Б0001362;Клинья пластмбольш. (уп. 50шт.);Инструменты;Ручной инструмент;Штукатурный инструмент;4180;4092;3;;;упак;;0;"
"Б0001361;Клинья пластммал. (уп. 100шт.);Инструменты;Ручной инструмент;Штукатурный инструмент;3515;3441;2;;;упак;;0;"
"Б0001104;Крестики пластм.15 мм (уп.-200 шт.);Инструменты;Ручной инструмент;Штукатурный инструмент;3610;3534;15;;;шт;;0;"
"Б0000792;Крестики пластм.2мм (уп.-200 шт.);Инструменты;Ручной инструмент;Штукатурный инструмент;3800;3720;8;;;шт;;0;"
"Б0001106;Крестики пластм.3 мм (уп.-150 шт.);Инструменты;Ручной инструмент;Штукатурный инструмент;3515;3441;7;;;шт;;0;"
"Б0001107;Крестики пластм.4 мм (уп.-100 шт.);Инструменты;Ручной инструмент;Штукатурный инструмент;3515;3441;10;;;шт;;0;"
"Б0001108;Крестики пластм.5 мм (уп.-100 шт.);Инструменты;Ручной инструмент;Штукатурный инструмент;3895;3813;11;;;шт;;0;"
"Б0001109;Крестики пластм.6 мм (уп.-100 шт.);Инструменты;Ручной инструмент;Штукатурный инструмент;3515;3441;20;;;шт;;0;"
"Б0001114;Миксер для штукатурки тип  \С\  100 мм;Инструменты;Ручной инструмент;Штукатурный инструмент;20425;20000;2;;;шт;4639;0;"
"Б0002724;Набор шпателей резиновых3шт. (406080мм) белый;Инструменты;Ручной инструмент;Штукатурный инструмент;5890;5766;1;;;шт;;0;"
"Б0002695;Набор шпателей резиновых3шт. (406080мм) черный;Инструменты;Ручной инструмент;Штукатурный инструмент;5890;5766;1;;;шт;;0;"
"Б0001119;Полутерок ППУ  1000х120см;Инструменты;Ручной инструмент;Штукатурный инструмент;34865;34131;1;;;шт;;0;"
"Б0003251;Полутерок ППУ  800х120см;Инструменты;Ручной инструмент;Штукатурный инструмент;30875;30225;12;;;шт;;0;"
